SHG Code,SHG Name,State,District,Block,Primary Livelihoods,Secondary Livelihoods,Active Members,Savings Amount,SHG Category,cluster_label
4000904067,JILMIL MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,20,OBC,2
4000905121,JILMIL SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,10,OBC,2
4000904453,JONBAI MANIARY SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,fishery,livestock,12,40,GEN,6
4000904079,KALYANI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,10,OBC,2
4000904226,LACHIT NAGAR ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,10,OBC,2
4000904532,LAKHIMI MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,manufacturing,12,10,OBC,0
4000905145,MALIATA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,10,OBC,2
4000904606,MEHERA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,12,40,OTH,4
4000904392,MILIJULI MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,livestock,14,40,GEN,0
4000904300,MILIJULI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,10,OBC,2
4000904681,MONIYARI BISMILLA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,10,OTH,2
4000904725,NABARUPA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,10,OBC,2
4000904545,NATUN BATIAPAR ANKUR SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,livestock,12,40,OBC,0
4000904773,NAYANMANI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,12,40,GEN,4
4000904154,RADALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,10,OBC,2
4000904165,RANGDHALI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,manufacturing,12,110,OBC,0
4000904112,RANGDHALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,11,40,ST,2
4000904760,RENGANI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,40,OBC,2
4000904371,RENGONI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,agriculture,13,40,OTH,2
4000904411,RUPALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,-,11,40,GEN,0
4000904274,RUPJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,manufacturing,11,10,OBC,2
4000904424,RUPJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,agriculture,12,40,OTH,2
4000904843,RUPJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,livestock,12,40,OTH,0
4000904203,SONALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,agriculture,12,40,OTH,0
4000904862,TARALI MILIJULI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,livestock,12,40,OTH,0
4000904699,TINIALI MANIARY DEEPJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,livestock,13,40,OTH,0
4000905132,DHRUBAJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,10,OBC,2
4000904870,HAKKHABARI WILD ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,40,ST,2
4000905006,KALYAN MOYI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,40,GEN,2
4000905113,KAMARGAON AMARJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,40,OBC,2
4000904578,RUPJYOTI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,fishery,-,13,10,SC,6
4000904257,GUNESWARI ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,12,40,ST,1
4003498076,JONAKI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,13,20,GEN,4
4000904242,LOCHANA MAHILA,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,OBC,2
4000904328,LOCHANA MAHILA,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,OBC,2
4003498302,MEGHALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,13,10,GEN,4
4000904917,MILIJULI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,11,40,OBC,2
4000904623,MILIJULI LOCHANA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,40,SC,2
4000904098,NAMITA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,15,40,ST,2
4000904261,PAKHI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,40,OBC,2
4000904836,RUPAHI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,11,40,SC,2
4000904177,TEJIMOLA  ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,OBC,2
4004261808,ANURUPA ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,16,10,OBC,2
4000904196,BARDOI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,15,40,ST,2
4000905010,BIBAR SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,ST,2
4000904476,CHANDRAMUKHI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,14,40,OBC,2
4000904858,DEEPJYOTI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,GEN,2
4000904316,DIPJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,manufacturing,11,10,OBC,2
4000904787,GOSAIHAT UPARPARA SAROSATI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,ST,2
4000904652,GOSAIHAT UPARPARA SIKHA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,ST,2
4000904584,GOSAIHATNATHPARA SANKERDEV SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,OBC,2
4004271253,JEUTI ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,17,10,OBC,4
4000905197,JILMIL SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,11,40,OBC,2
4000905052,JONAKI ATMO SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,80,ST,2
4003516681,JUPITARA ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,11,10,GEN,4
4000904108,JYOTI BIKASH SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,40,OTH,2
4000905150,JYOTIRUPA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,manufacturing,11,40,OBC,0
4000904815,KANAKLATA NA COLONY SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,manufacturing,12,20,OBC,0
4000904219,KANDUPUR AMARJYOTI MAHILA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,agriculture,12,40,OTH,2
4000904634,KANDUPUR KAMARPARA ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,GEN,2
4000904120,KANDUPUR MILIJULI MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,OTH,2
4000904359,KANDUPUR NAYANMANI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,OTH,2
4000904804,KANDUPUR RAMDHENU ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,11,40,GEN,2
4000904739,KANDUPUR RUPALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,GEN,2
4000904827,KANDUPUR SEUJI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,11,40,OTH,2
4000904756,KOCHPARA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,40,OBC,2
4000905023,LAKHI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,13,80,OTH,2
4000904964,LAKHIMI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,15,40,OBC,2
4000904972,MALIATA BOWAKATA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,agriculture,10,40,OBC,0
4000904566,MARAMEE ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,GEN,2
4000904938,MARAMI  ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,live_aggregation,manufacturing,10,40,ST,7
4000904955,MENAPARA AIKYA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,agriculture,11,40,OTH,2
4000904495,MENAPARA LAKHIMI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,agriculture,12,40,OBC,0
4000904513,MENAPARA NAVAJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,10,10,OBC,4
4000905099,MILANJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,ST,2
4000904385,MILIJULI ATMASAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,OBC,2
4000905075,MILIJULI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,12,40,OBC,1
4000904741,NAKUHI,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,14,40,ST,2
4000904891,PRAGATI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,agriculture,12,40,OBC,0
4000905184,PROCHESTA MULAGABHARU SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,GEN,2
4000904149,PROCHESTHA KANAKLATA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,OTH,2
4000905047,RANGDHALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,SC,2
4000904337,RIMJIM SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,agriculture,12,40,GEN,2
4000905109,RIMJIM SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,trading,12,40,OTH,0
4000904675,SEWJI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,9,40,ST,2
4000904889,SHIVA JYOTI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,11,40,OBC,2
4000904290,TINIALI MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,12,40,OTH,4
4000905034,TRISHNA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,GEN,2
4000904131,UJJALA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,13,100,SC,2
4000904901,ARNAI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,manufacturing,11,40,ST,0
4004253762,BAGHESWARI ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,livestock,15,10,OTH,0
4000904344,BARKUCHI MILIJULI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,40,GEN,2
4000904647,BARKUCHI NAMPARA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,-,12,40,ST,0
4000904183,JAYMATI BARKUCHI MALIPARA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,40,SC,2
4000904550,JONAKI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,10,40,OTH,2
4000904668,LAKHIMI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,13,40,OBC,2
4000904288,M/S SANTALA JIBAN JYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,live_aggregation,12,40,ST,2
4000904430,MAA BAGHESWARI SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,12,40,ST,4
4000905068,MALIYATA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,live_aggregation,livestock,12,40,OBC,7
4000904597,MARAMI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,11,40,OBC,2
4000905178,MOTHER TERESA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,11,40,SC,2
4000904448,MULA GABHARU ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,SC,2
4000904509,RAMKRISHNA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,9,40,SC,2
4000904929,RUPALIM SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,-,13,40,ST,0
4000904610,RUPJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,13,80,OTH,2
4000904407,RUPJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,10,40,SC,2
4000904794,SAROJANI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,manufacturing,14,40,OBC,2
4000904993,SONTALA HIRAPARA MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,11,40,OTH,2
4000904718,SONTALA LAKSHMI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,12,40,OBC,2
4000904363,SONTALA MILANPUR SADHANA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,40,SC,2
4000904235,SONTALA MILANPUR SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,OBC,2
4004284336,SONTALA PRAGATI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,-,-,12,10,OBC,4
4000904469,SONTALA SIPINI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,-,12,40,OBC,2
4000904051,SONTALA SONPAHI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,40,OBC,2
4000904080,SONTOLA MILANPARA KERELA BASTI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,7,40,GEN,2
4000911256,BANGELIBILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,5,40,ST,1
4000911362,NA MILAN MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,5,40,ST,1
4000910453,RURUPALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,9,40,ST,1
4000910702,BAROIGAON B S SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,agriculture,12,20,ST,1
4000911097,BAROIGAON LITTLE STAR SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,agriculture,11,20,ST,1
4000911481,BAROIGAON SMALL STAR SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,agriculture,11,20,ST,1
4000910889,BAROIGAON SUNLIGHT SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,agriculture,11,20,ST,1
4000910718,MOONLIGHT SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,agriculture,11,20,ST,1
4000910328,POOR WOMEN SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,11,20,ST,1
4000910578,REAL DEAL SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,agriculture,11,20,ST,1
4000910725,SHINING LIFE SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,-,12,100,ST,1
4000910756,LITTLE STAR SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,agriculture,13,20,ST,1
4000910597,SONAPUR MOTHERS SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,agriculture,9,20,ST,1
4000911583,ANUBHUTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,11,40,ST,3
4000910917,JAPANGBARI MOROMI MOHILA SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,12,40,ST,3
4000910675,JUPANGBARI  BANANI GAON MOHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,12,40,ST,3
4000911045,KHIRIKIJULI PRAGATISHEEL ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,11,40,ST,1
4000911195,KHOPDIA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,11,40,ST,1
4000911554,CHIPAHIPARA MONALISHA SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000911531,FUTUKIKHAL MOHILA SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,ntfp,8,40,ST,0
4000910550,FUTUKIKHAL MOHILA SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,12,50,ST,1
4000911452,GHILABARI BHIJAPARA MAHILA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000910424,GHILABARI BOWAKATA  SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,15,40,OBC,1
4000910862,GHILABARI MILIJULI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,11,40,ST,1
4000910337,GHILABARI VIJAPARA MAHILA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000911287,HATIBANDHA MILIJULI SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,12,40,ST,1
4000910610,HATIBANDHA PRAGATISHIL JANAJATIYA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,11,40,ST,1
4000910827,KHOKAPARA JILMIL MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,12,40,ST,1
4000911406,KHOKHAPARA  JILMIL SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,12,40,ST,1
4000911327,1NO SARURANI MAHILA ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,12,40,ST,1
4000910495,ABHA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,12,40,ST,1
4000911078,CHIPAHIPARA MILIJULI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000910993,LAKHIMI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,10,40,ST,1
4000911130,MAMANIKPUR SHRAMIK SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,11,40,ST,1
4000911508,MANIKPUR LAKHI MAHILA  SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,13,40,ST,1
4000910929,MANIKPUR SARASWATI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,10,40,ST,1
4000910901,MANIKPUR SONALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,10,40,ST,1
4000910521,MUMULAGABHARU ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,10,36,OTH,1
4000910773,NATUNJYOTI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,12,40,ST,1
4000910891,PASCHIM MANIKPUR ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,13,40,ST,1
4000911273,PASCHIM MANIKPUR MILIJULI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,12,40,ST,1
4000911202,PRAGATI ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,11,40,ST,1
4000910371,PUB MANIK RUPALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,5,40,ST,1
4000911358,PUBALI MAHILA ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,15,40,ST,3
4000911021,PUBMANIKPUR MILIJULI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,12,40,ST,1
4000911577,PUNAMPUR RUNJUN ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000911241,SARU RANI BOWARI  A S GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,13,40,ST,1
4000910385,SEUJI MAHILA A.S.G  SARURANI,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,12,40,ST,1
4000910363,GARAKHAHANIYA MILIJULI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,10,40,OTH,1
4000911389,LADUGURI MUSLIM ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,10,40,OTH,1
4000910741,LADUGURI SONALI ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,14,40,ST,1
4000911343,MILIJULI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,11,40,ST,3
4000910513,NATUN SIMINA SEUJIYA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,9,40,OTH,1
4000910652,RANGAMATI GANESHPARA JANAJATIYA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,13,36,ST,1
4000910411,1NO HATIDHOBA JANANI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,13,40,OTH,1
4000910509,APARAJITA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,12,40,OBC,1
4000911148,APARUPA ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000911111,BARDUAR SEUJI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000910392,BOWARI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,10,40,SC,3
4000910955,HATIBANDHA JILMIL SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,11,40,ST,1
4000911499,HATIDOVA LAKHIMI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,12,40,ST,1
4000910760,HATIDOVA RODALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,12,40,ST,1
4000911475,JONAKI MAHILA SHG HATIDOBHA,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,14,10,ST,1
4000910448,JOY MAA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,agriculture,13,40,OTH,3
4000911336,LADUGURI MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,12,20,ST,1
4000910804,LAKHIMI SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,manufacturing,11,40,ST,1
4000910359,MARAMI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,12,40,ST,1
4000910344,MILIJULI MAHILA ATMA SAHAYAK GOT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,12,40,ST,1
4000911107,PRAMCHI  SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,agriculture,9,40,ST,3
4000910584,PUBALI ATMOSAHAYAK GUT,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,11,40,ST,1
4000910938,PURBAJYOTI MAHILA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,10,300,ST,1
4000910300,RANGAMATI ANUSHUTA MAHILA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,13,40,OBC,1
4000910288,RANGAMATI BHAGIRATHI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,13,40,OBC,1
4000911468,RIMJIM SELF HELP GROUP,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,13,40,ST,1
4000911391,RODALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,10,40,ST,1
4000910787,RUPALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,14,40,ST,1
4000910681,SEUJI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,agriculture,10,40,ST,3
4000910634,SONALI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,ntfp,horticulture,11,40,ST,1
4000910623,TULSHIBARI SRI SRI BISHNUJYOTI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,livestock,-,13,40,ST,0
4000911153,2NOJUPANGBARI MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,10,20,ST,3
4000911218,ASHAJYOTI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,13,40,ST,3
4000911423,BABARJULI BYAPTIST MAHILA SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000911176,BARJULI MAHILA  SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,10,40,ST,1
4000910858,BARJULI MINATI MAHILA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,10,40,ST,3
4000910739,DALAJULI MAHILA SAYANG SEBI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,12,40,ST,3
4000911225,DALAJULI MILIJULI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,12,40,ST,3
4000910843,GANESHPARA SONALI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,12,40,ST,3
4000910476,GARILIK GANESHPARA JILMIL ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,10,40,ST,3
4000911370,GARILIK GANESHPARA MILIJULI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,10,40,ST,3
4000911066,GARILIK MILIJULI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,12,40,ST,3
4000910469,GARILIK RUPJYOTI ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,11,40,ST,3
4000910482,JIMPUTA MAHILA ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,livestock,10,40,ST,1
4000911294,JIMPUTA RUPALI  ASG,ASSAM,KAMRUP,CHAYANI BARDUAR,manufacturing,livestock,10,40,ST,2
4000911315,KUHIPAT SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,9,40,ST,3
4000910668,MILIJULI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,12,40,ST,3
4000910430,NANDINI SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,agriculture,horticulture,11,40,OTH,1
4000910986,NIYARAR PHUL SHG,ASSAM,KAMRUP,CHAYANI BARDUAR,horticulture,livestock,12,40,ST,3
